reading_id,location_id,sample_datetime,shift,operator_id,particle_size_bin,raw_count,unit,alert_limit,action_limit,is_alert_breach,is_action_breach,mechanism_label
132,1,2026-02-02 18:00:00,Night,1,0.5um,16.33,counts/m3,15,20,1,0,glove_breach
133,1,2026-02-03 00:00:00,Day,2,0.5um,13.98,counts/m3,15,20,0,0,glove_breach
134,1,2026-02-03 06:00:00,Evening,3,0.5um,13.75,counts/m3,15,20,0,0,glove_breach
135,1,2026-02-03 12:00:00,Night,1,0.5um,10.64,counts/m3,15,20,0,0,glove_breach
136,1,2026-02-03 18:00:00,Night,5,0.5um,9.64,counts/m3,15,20,0,0,glove_breach
137,1,2026-02-04 00:00:00,Day,4,0.5um,8.73,counts/m3,15,20,0,0,glove_breach
138,1,2026-02-04 06:00:00,Evening,5,0.5um,28.85,counts/m3,15,20,1,1,glove_breach
139,1,2026-02-04 12:00:00,Night,5,0.5um,25.2,counts/m3,15,20,1,1,glove_breach
140,1,2026-02-04 18:00:00,Night,3,0.5um,23.82,counts/m3,15,20,1,1,glove_breach
141,1,2026-02-05 00:00:00,Day,5,0.5um,20.66,counts/m3,15,20,1,1,glove_breach
142,1,2026-02-05 06:00:00,Evening,8,0.5um,19.7,counts/m3,15,20,1,0,glove_breach
143,1,2026-02-05 12:00:00,Night,3,0.5um,17.93,counts/m3,15,20,1,0,glove_breach
144,1,2026-02-05 18:00:00,Night,3,0.5um,20.33,counts/m3,15,20,1,1,glove_breach
145,1,2026-02-06 00:00:00,Day,5,0.5um,14.89,counts/m3,15,20,0,0,glove_breach
146,1,2026-02-06 06:00:00,Evening,7,0.5um,13.58,counts/m3,15,20,0,0,glove_breach
147,1,2026-02-06 12:00:00,Night,5,0.5um,13.39,counts/m3,15,20,0,0,glove_breach
148,1,2026-02-06 18:00:00,Night,7,0.5um,11.32,counts/m3,15,20,0,0,glove_breach
149,1,2026-02-07 00:00:00,Day,1,0.5um,9.36,counts/m3,15,20,0,0,glove_breach
150,1,2026-02-07 06:00:00,Evening,1,0.5um,9.48,counts/m3,15,20,0,0,glove_breach
151,1,2026-02-07 12:00:00,Night,4,0.5um,7.64,counts/m3,15,20,0,0,glove_breach
152,1,2026-02-07 18:00:00,Night,2,0.5um,7.96,counts/m3,15,20,0,0,glove_breach
153,1,2026-02-08 00:00:00,Day,1,0.5um,7.35,counts/m3,15,20,0,0,glove_breach
154,1,2026-02-08 06:00:00,Evening,2,0.5um,6.76,counts/m3,15,20,0,0,glove_breach
155,1,2026-02-08 12:00:00,Night,3,0.5um,8.21,counts/m3,15,20,0,0,glove_breach
156,1,2026-02-08 18:00:00,Night,8,0.5um,6.73,counts/m3,15,20,0,0,glove_breach
157,1,2026-02-09 00:00:00,Day,7,0.5um,6.3,counts/m3,15,20,0,0,glove_breach
158,1,2026-02-09 06:00:00,Evening,3,0.5um,3.89,counts/m3,15,20,0,0,glove_breach
159,1,2026-02-09 12:00:00,Night,8,0.5um,4.54,counts/m3,15,20,0,0,glove_breach
160,1,2026-02-09 18:00:00,Night,7,0.5um,5.25,counts/m3,15,20,0,0,glove_breach
161,1,2026-02-10 00:00:00,Day,3,0.5um,3.99,counts/m3,15,20,0,0,glove_breach
162,1,2026-02-10 06:00:00,Evening,4,0.5um,3.72,counts/m3,15,20,0,0,glove_breach
163,1,2026-02-10 12:00:00,Night,8,0.5um,3.48,counts/m3,15,20,0,0,glove_breach
164,1,2026-02-10 18:00:00,Night,4,0.5um,6.27,counts/m3,15,20,0,0,glove_breach
165,1,2026-02-11 00:00:00,Day,3,0.5um,3.07,counts/m3,15,20,0,0,glove_breach
166,1,2026-02-11 06:00:00,Evening,8,0.5um,2.88,counts/m3,15,20,0,0,glove_breach
167,1,2026-02-11 12:00:00,Night,6,0.5um,2.71,counts/m3,15,20,0,0,glove_breach
168,1,2026-02-11 18:00:00,Night,4,0.5um,3.6,counts/m3,15,20,0,0,glove_breach
169,1,2026-02-12 00:00:00,Day,7,0.5um,4.5,counts/m3,15,20,0,0,glove_breach
170,1,2026-02-12 06:00:00,Evening,6,0.5um,3.38,counts/m3,15,20,0,0,glove_breach
171,1,2026-02-12 12:00:00,Night,3,0.5um,1.26,counts/m3,15,20,0,0,glove_breach
172,1,2026-02-12 18:00:00,Night,4,0.5um,1.17,counts/m3,15,20,0,0,glove_breach
173,1,2026-02-13 00:00:00,Day,1,0.5um,2.09,counts/m3,15,20,0,0,glove_breach
174,1,2026-02-13 06:00:00,Evening,1,0.5um,3.0,counts/m3,15,20,0,0,glove_breach
175,1,2026-02-13 12:00:00,Night,8,0.5um,2.93,counts/m3,15,20,0,0,glove_breach
176,1,2026-02-13 18:00:00,Night,1,0.5um,1.89,counts/m3,15,20,0,0,glove_breach
177,1,2026-02-14 00:00:00,Day,7,0.5um,0.86,counts/m3,15,20,0,0,glove_breach
178,1,2026-02-14 06:00:00,Evening,2,0.5um,0.8,counts/m3,15,20,0,0,glove_breach
179,1,2026-02-14 12:00:00,Night,5,0.5um,2.74,counts/m3,15,20,0,0,glove_breach
180,1,2026-02-14 18:00:00,Night,6,0.5um,3.7,counts/m3,15,20,0,0,glove_breach
181,1,2026-02-15 00:00:00,Day,8,0.5um,1.67,counts/m3,15,20,0,0,glove_breach
182,1,2026-02-15 06:00:00,Evening,3,0.5um,3.62,counts/m3,15,20,0,0,glove_breach
183,1,2026-02-15 12:00:00,Night,8,0.5um,2.33,counts/m3,15,20,0,0,glove_breach
184,1,2026-02-15 18:00:00,Night,4,0.5um,2.33,counts/m3,15,20,0,0,glove_breach
185,1,2026-02-16 00:00:00,Day,7,0.5um,2.32,counts/m3,15,20,0,0,glove_breach
186,1,2026-02-16 06:00:00,Evening,1,0.5um,1.36,counts/m3,15,20,0,0,glove_breach
187,1,2026-02-16 12:00:00,Night,3,0.5um,1.38,counts/m3,15,20,0,0,glove_breach
188,1,2026-02-16 18:00:00,Night,5,0.5um,1.43,counts/m3,15,20,0,0,glove_breach
189,1,2026-02-17 00:00:00,Day,6,0.5um,2.48,counts/m3,15,20,0,0,glove_breach
190,1,2026-02-17 06:00:00,Evening,7,0.5um,1.47,counts/m3,15,20,0,0,glove_breach
191,1,2026-02-17 12:00:00,Night,3,0.5um,3.52,counts/m3,15,20,0,0,glove_breach
192,1,2026-02-17 18:00:00,Night,5,0.5um,1.6,counts/m3,15,20,0,0,glove_breach
193,1,2026-02-18 00:00:00,Day,5,0.5um,0.88,counts/m3,15,20,0,0,glove_breach
194,1,2026-02-18 06:00:00,Evening,8,0.5um,1.14,counts/m3,15,20,0,0,glove_breach
195,1,2026-02-18 12:00:00,Night,1,0.5um,2.38,counts/m3,15,20,0,0,glove_breach
196,1,2026-02-18 18:00:00,Night,1,0.5um,4.33,counts/m3,15,20,0,0,glove_breach
197,1,2026-02-19 00:00:00,Day,5,0.5um,2.53,counts/m3,15,20,0,0,glove_breach
198,1,2026-02-19 06:00:00,Evening,1,0.5um,2.67,counts/m3,15,20,0,0,hvac_drift
199,1,2026-02-19 12:00:00,Night,2,0.5um,4.88,counts/m3,15,20,0,0,hvac_drift
200,1,2026-02-19 18:00:00,Night,5,0.5um,4.13,counts/m3,15,20,0,0,hvac_drift
201,1,2026-02-20 00:00:00,Day,3,0.5um,8.38,counts/m3,15,20,0,0,hvac_drift
202,1,2026-02-20 06:00:00,Evening,3,0.5um,3.6,counts/m3,15,20,0,0,hvac_drift
203,1,2026-02-20 12:00:00,Night,3,0.5um,3.82,counts/m3,15,20,0,0,hvac_drift
204,1,2026-02-20 18:00:00,Night,6,0.5um,6.07,counts/m3,15,20,0,0,hvac_drift
205,1,2026-02-21 00:00:00,Day,3,0.5um,5.39,counts/m3,15,20,0,0,hvac_drift
206,1,2026-02-21 06:00:00,Evening,7,0.5um,5.64,counts/m3,15,20,0,0,hvac_drift
207,1,2026-02-21 12:00:00,Night,2,0.5um,4.89,counts/m3,15,20,0,0,hvac_drift
208,1,2026-02-21 18:00:00,Night,1,0.5um,8.18,counts/m3,15,20,0,0,hvac_drift
209,1,2026-02-22 00:00:00,Day,2,0.5um,6.47,counts/m3,15,20,0,0,hvac_drift
210,1,2026-02-22 06:00:00,Evening,8,0.5um,7.73,counts/m3,15,20,0,0,hvac_drift
211,1,2026-02-22 12:00:00,Night,3,0.5um,5.98,counts/m3,15,20,0,0,hvac_drift
212,1,2026-02-22 18:00:00,Night,1,0.5um,6.22,counts/m3,15,20,0,0,hvac_drift
213,1,2026-02-23 00:00:00,Day,3,0.5um,9.5,counts/m3,15,20,0,0,hvac_drift
214,1,2026-02-23 06:00:00,Evening,6,0.5um,7.78,counts/m3,15,20,0,0,hvac_drift
215,1,2026-02-23 12:00:00,Night,3,0.5um,8.05,counts/m3,15,20,0,0,hvac_drift
216,1,2026-02-23 18:00:00,Night,4,0.5um,9.32,counts/m3,15,20,0,0,hvac_drift
217,1,2026-02-24 00:00:00,Day,1,0.5um,8.6,counts/m3,15,20,0,0,hvac_drift
218,1,2026-02-24 06:00:00,Evening,6,0.5um,8.88,counts/m3,15,20,0,0,hvac_drift
219,1,2026-02-24 12:00:00,Night,2,0.5um,9.16,counts/m3,15,20,0,0,hvac_drift
220,1,2026-02-24 18:00:00,Night,1,0.5um,8.44,counts/m3,15,20,0,0,hvac_drift
221,1,2026-02-25 00:00:00,Day,6,0.5um,8.73,counts/m3,15,20,0,0,hvac_drift
222,1,2026-02-25 06:00:00,Evening,8,0.5um,10.02,counts/m3,15,20,0,0,hvac_drift
223,1,2026-02-25 12:00:00,Night,5,0.5um,11.29,counts/m3,15,20,0,0,hvac_drift
224,1,2026-02-25 18:00:00,Night,8,0.5um,10.57,counts/m3,15,20,0,0,hvac_drift
225,1,2026-02-26 00:00:00,Day,4,0.5um,10.86,counts/m3,15,20,0,0,hvac_drift
226,1,2026-02-26 06:00:00,Evening,5,0.5um,10.14,counts/m3,15,20,0,0,hvac_drift
227,1,2026-02-26 12:00:00,Night,3,0.5um,11.42,counts/m3,15,20,0,0,hvac_drift
228,1,2026-02-26 18:00:00,Night,5,0.5um,10.71,counts/m3,15,20,0,0,hvac_drift
229,1,2026-02-27 00:00:00,Day,8,0.5um,13.0,counts/m3,15,20,0,0,hvac_drift
230,1,2026-02-27 06:00:00,Evening,6,0.5um,13.3,counts/m3,15,20,0,0,hvac_drift
231,1,2026-02-27 12:00:00,Night,1,0.5um,13.58,counts/m3,15,20,0,0,hvac_drift
232,1,2026-02-27 18:00:00,Night,5,0.5um,12.87,counts/m3,15,20,0,0,hvac_drift
233,1,2026-02-28 00:00:00,Day,4,0.5um,16.14,counts/m3,15,20,1,0,hvac_drift
234,1,2026-02-28 06:00:00,Evening,5,0.5um,14.43,counts/m3,15,20,0,0,hvac_drift
235,1,2026-02-28 12:00:00,Night,5,0.5um,14.72,counts/m3,15,20,0,0,hvac_drift
236,1,2026-02-28 18:00:00,Night,5,0.5um,13.01,counts/m3,15,20,0,0,hvac_drift
237,1,2026-03-01 00:00:00,Day,7,0.5um,14.3,counts/m3,15,20,0,0,hvac_drift
238,1,2026-03-01 06:00:00,Evening,7,0.5um,13.6,counts/m3,15,20,0,0,hvac_drift
239,1,2026-03-01 12:00:00,Night,8,0.5um,14.9,counts/m3,15,20,0,0,hvac_drift
240,1,2026-03-01 18:00:00,Night,5,0.5um,16.55,counts/m3,15,20,1,0,hvac_drift
241,1,2026-03-02 00:00:00,Day,3,0.5um,16.94,counts/m3,15,20,1,0,hvac_drift
242,1,2026-03-02 06:00:00,Evening,2,0.5um,19.05,counts/m3,15,20,1,0,hvac_drift
243,1,2026-03-02 12:00:00,Night,7,0.5um,16.64,counts/m3,15,20,1,0,hvac_drift
244,1,2026-03-02 18:00:00,Night,8,0.5um,17.76,counts/m3,15,20,1,0,hvac_drift
245,1,2026-03-03 00:00:00,Day,1,0.5um,16.15,counts/m3,15,20,1,0,hvac_drift
246,1,2026-03-03 06:00:00,Evening,2,0.5um,13.66,counts/m3,15,20,0,0,hvac_drift
247,1,2026-03-03 12:00:00,Night,6,0.5um,13.69,counts/m3,15,20,0,0,hvac_drift
248,1,2026-03-03 18:00:00,Night,2,0.5um,15.0,counts/m3,15,20,1,0,hvac_drift
249,1,2026-03-04 00:00:00,Day,1,0.5um,15.31,counts/m3,15,20,1,0,hvac_drift
250,1,2026-03-04 06:00:00,Evening,8,0.5um,16.35,counts/m3,15,20,1,0,hvac_drift
251,1,2026-03-04 12:00:00,Night,1,0.5um,14.86,counts/m3,15,20,0,0,hvac_drift
252,1,2026-03-04 18:00:00,Night,2,0.5um,8.66,counts/m3,15,20,0,0,none
253,1,2026-03-05 00:00:00,Day,8,0.5um,5.35,counts/m3,15,20,0,0,none
254,1,2026-03-05 06:00:00,Evening,1,0.5um,3.52,counts/m3,15,20,0,0,none
255,1,2026-03-05 12:00:00,Night,7,0.5um,4.79,counts/m3,15,20,0,0,none
256,1,2026-03-05 18:00:00,Night,5,0.5um,3.75,counts/m3,15,20,0,0,none
257,1,2026-03-06 00:00:00,Day,5,0.5um,4.72,counts/m3,15,20,0,0,none
258,1,2026-03-06 06:00:00,Evening,7,0.5um,4.99,counts/m3,15,20,0,0,none
259,1,2026-03-06 12:00:00,Night,1,0.5um,3.16,counts/m3,15,20,0,0,none
260,1,2026-03-06 18:00:00,Night,1,0.5um,3.86,counts/m3,15,20,0,0,none
261,1,2026-03-07 00:00:00,Day,2,0.5um,5.56,counts/m3,15,20,0,0,none
262,1,2026-03-07 06:00:00,Evening,4,0.5um,4.73,counts/m3,15,20,0,0,none
263,1,2026-03-07 12:00:00,Night,8,0.5um,1.84,counts/m3,15,20,0,0,none
264,1,2026-03-07 18:00:00,Night,1,0.5um,5.79,counts/m3,15,20,0,0,none
265,1,2026-03-08 00:00:00,Day,4,0.5um,4.73,counts/m3,15,20,0,0,none
266,1,2026-03-08 06:00:00,Evening,4,0.5um,4.0,counts/m3,15,20,0,0,none
267,1,2026-03-08 12:00:00,Night,2,0.5um,4.32,counts/m3,15,20,0,0,none
268,1,2026-03-08 18:00:00,Night,3,0.5um,7.94,counts/m3,15,20,0,0,none
269,1,2026-03-09 00:00:00,Day,2,0.5um,8.49,counts/m3,15,20,0,0,none
270,1,2026-03-09 06:00:00,Evening,2,0.5um,5.04,counts/m3,15,20,0,0,none
271,1,2026-03-09 12:00:00,Night,5,0.5um,3.16,counts/m3,15,20,0,0,none
272,1,2026-03-09 18:00:00,Night,8,0.5um,5.97,counts/m3,15,20,0,0,none
273,1,2026-03-10 00:00:00,Day,4,0.5um,4.33,counts/m3,15,20,0,0,none
274,1,2026-03-10 06:00:00,Evening,6,0.5um,4.45,counts/m3,15,20,0,0,none
275,1,2026-03-10 12:00:00,Night,6,0.5um,3.55,counts/m3,15,20,0,0,none
276,1,2026-03-10 18:00:00,Night,7,0.5um,7.17,counts/m3,15,20,0,0,none
277,1,2026-03-11 00:00:00,Day,7,0.5um,6.76,counts/m3,15,20,0,0,none
278,1,2026-03-11 06:00:00,Evening,8,0.5um,4.36,counts/m3,15,20,0,0,none
